time_s,voltage_V
0.00184000,-0.640000
0.00186000,-0.560000
0.00188000,-0.480000
0.00190000,-0.400000
0.00192000,-0.320000
0.00194000,-0.240000
0.00196000,-0.160000
0.00198000,-0.080000
0.00200000,-0.000000
0.00202000,0.080000
0.00204000,0.160000
0.00206000,0.240000
0.00208000,0.320000
0.00210000,0.400000
0.00212000,0.480000
0.00214000,0.560000
0.00216000,0.640000
0.00218000,0.720000
0.00220000,0.800000
0.00222000,0.880000
0.00224000,0.960000
0.00226000,0.960000
0.00228000,0.880000
0.00230000,0.800000
0.00232000,0.720000
0.00234000,0.640000
0.00236000,0.560000
0.00238000,0.480000
0.00240000,0.400000
0.00242000,0.320000
0.00244000,0.240000
0.00246000,0.160000
0.00248000,0.080000
0.00250000,0.000000
0.00252000,-0.080000
0.00254000,-0.160000
0.00256000,-0.240000
0.00258000,-0.320000
0.00260000,-0.400000
0.00262000,-0.480000
0.00264000,-0.560000
0.00266000,-0.640000
0.00268000,-0.720000
0.00270000,-0.800000
0.00272000,-0.880000
0.00274000,-0.960000
0.00276000,-0.960000
0.00278000,-0.880000
0.00280000,-0.800000
0.00282000,-0.720000
0.00284000,-0.640000
0.00286000,-0.560000
0.00288000,-0.480000
0.00290000,-0.400000
0.00292000,-0.320000
0.00294000,-0.240000
0.00296000,-0.160000
0.00298000,-0.080000
0.00300000,-0.000000
0.00302000,0.080000
0.00304000,0.160000
0.00306000,0.240000
0.00308000,0.320000
0.00310000,0.400000
0.00312000,0.480000
0.00314000,0.560000
0.00316000,0.640000
0.00318000,0.720000
0.00320000,0.800000
0.00322000,0.880000
0.00324000,0.960000
0.00326000,0.960000
0.00328000,0.880000
0.00330000,0.800000
0.00332000,0.720000
0.00334000,0.640000
0.00336000,0.560000
0.00338000,0.480000
0.00340000,0.400000
0.00342000,0.320000
0.00344000,0.240000
0.00346000,0.160000
0.00348000,0.080000
0.00350000,0.000000
0.00352000,-0.080000
0.00354000,-0.160000
0.00356000,-0.240000
0.00358000,-0.320000
0.00360000,-0.400000
0.00362000,-0.480000
0.00364000,-0.560000
0.00366000,-0.640000
0.00368000,-0.720000
0.00370000,-0.800000
0.00372000,-0.880000
0.00374000,-0.960000
0.00376000,-0.960000
0.00378000,-0.880000
0.00380000,-0.800000
0.00382000,-0.720000
0.00384000,-0.640000
0.00386000,-0.560000
0.00388000,-0.480000
0.00390000,-0.400000
0.00392000,-0.320000
0.00394000,-0.240000
0.00396000,-0.160000
0.00398000,-0.080000
0.00400000,-0.000000
0.00402000,0.080000
0.00404000,0.160000
0.00406000,0.240000
0.00408000,0.320000
0.00410000,0.400000
0.00412000,0.480000
0.00414000,0.560000
0.00416000,0.640000
0.00418000,0.720000
0.00420000,0.800000
0.00422000,0.880000
0.00424000,0.960000
0.00426000,0.960000
0.00428000,0.880000
0.00430000,0.800000
0.00432000,0.720000
0.00434000,0.640000
0.00436000,0.560000
0.00438000,0.480000
0.00440000,0.400000
0.00442000,0.320000
0.00444000,0.240000
0.00446000,0.160000
0.00448000,0.080000
0.00450000,0.000000
0.00452000,-0.080000
0.00454000,-0.160000
0.00456000,-0.240000
0.00458000,-0.320000
0.00460000,-0.400000
0.00462000,-0.480000
0.00464000,-0.560000
0.00466000,-0.640000
0.00468000,-0.720000
0.00470000,-0.800000
0.00472000,-0.880000
0.00474000,-0.960000
0.00476000,-0.960000
0.00478000,-0.880000
0.00480000,-0.800000
0.00482000,-0.720000
0.00484000,-0.640000
0.00486000,-0.560000
0.00488000,-0.480000
0.00490000,-0.400000
0.00492000,-0.320000
0.00494000,-0.240000
0.00496000,-0.160000
0.00498000,-0.080000
0.00500000,-0.000000
0.00502000,0.080000
0.00504000,0.160000
0.00506000,0.240000
0.00508000,0.320000
0.00510000,0.400000
0.00512000,0.480000
0.00514000,0.560000
0.00516000,0.640000
0.00518000,0.720000
0.00520000,0.800000
0.00522000,0.880000
0.00524000,0.960000
0.00526000,0.960000
0.00528000,0.880000
0.00530000,0.800000
0.00532000,0.720000
0.00534000,0.640000
0.00536000,0.560000
0.00538000,0.480000
0.00540000,0.400000
0.00542000,0.320000
0.00544000,0.240000
0.00546000,0.160000
0.00548000,0.080000
0.00550000,0.000000
0.00552000,-0.080000
0.00554000,-0.160000
0.00556000,-0.240000
0.00558000,-0.320000
0.00560000,-0.400000
0.00562000,-0.480000
0.00564000,-0.560000
0.00566000,-0.640000
0.00568000,-0.720000
0.00570000,-0.800000
0.00572000,-0.880000
0.00574000,-0.960000
0.00576000,-0.960000
0.00578000,-0.880000
0.00580000,-0.800000
0.00582000,-0.720000
0.00584000,-0.640000
0.00586000,-0.560000
0.00588000,-0.480000
0.00590000,-0.400000
0.00592000,-0.320000
0.00594000,-0.240000
0.00596000,-0.160000
0.00598000,-0.080000
0.00600000,-0.000000
0.00602000,0.080000
0.00604000,0.160000
0.00606000,0.240000
0.00608000,0.320000
0.00610000,0.400000
0.00612000,0.480000
0.00614000,0.560000
0.00616000,0.640000
0.00618000,0.720000
0.00620000,0.800000
0.00622000,0.880000
0.00624000,0.960000
0.00626000,0.960000
0.00628000,0.880000
0.00630000,0.800000
0.00632000,0.720000
0.00634000,0.640000
0.00636000,0.560000
0.00638000,0.480000
0.00640000,0.400000
0.00642000,0.320000
0.00644000,0.240000
0.00646000,0.160000
0.00648000,0.080000
0.00650000,0.000000
0.00652000,-0.080000
0.00654000,-0.160000
0.00656000,-0.240000
0.00658000,-0.320000
0.00660000,-0.400000
0.00662000,-0.480000
0.00664000,-0.560000
0.00666000,-0.640000
0.00668000,-0.720000
0.00670000,-0.800000
0.00672000,-0.880000
0.00674000,-0.960000
0.00676000,-0.960000
0.00678000,-0.880000
0.00680000,-0.800000
0.00682000,-0.720000
0.00684000,-0.640000
0.00686000,-0.560000
0.00688000,-0.480000
0.00690000,-0.400000
0.00692000,-0.320000
0.00694000,-0.240000
0.00696000,-0.160000
0.00698000,-0.080000
0.00700000,-0.000000
0.00702000,0.080000
0.00704000,0.160000
0.00706000,0.240000
0.00708000,0.320000
0.00710000,0.400000
0.00712000,0.480000
0.00714000,0.560000
0.00716000,0.640000
0.00718000,0.720000
0.00720000,0.800000
0.00722000,0.880000
0.00724000,0.960000
0.00726000,0.960000
0.00728000,0.880000
0.00730000,0.800000
0.00732000,0.720000
0.00734000,0.640000
0.00736000,0.560000
0.00738000,0.480000
0.00740000,0.400000
0.00742000,0.320000
0.00744000,0.240000
0.00746000,0.160000
0.00748000,0.080000
0.00750000,0.000000
0.00752000,-0.080000
0.00754000,-0.160000
0.00756000,-0.240000
0.00758000,-0.320000
0.00760000,-0.400000
0.00762000,-0.480000
0.00764000,-0.560000
0.00766000,-0.640000
0.00768000,-0.720000
0.00770000,-0.800000
0.00772000,-0.880000
0.00774000,-0.960000
0.00776000,-0.960000
0.00778000,-0.880000
0.00780000,-0.800000
0.00782000,-0.720000
0.00784000,-0.640000
0.00786000,-0.560000
0.00788000,-0.480000
0.00790000,-0.400000
0.00792000,-0.320000
0.00794000,-0.240000
0.00796000,-0.160000
0.00798000,-0.080000
0.00800000,-0.000000
0.00802000,0.080000
0.00804000,0.160000
0.00806000,0.240000
0.00808000,0.320000
0.00810000,0.400000
0.00812000,0.480000
0.00814000,0.560000
0.00816000,0.640000
0.00818000,0.720000
0.00820000,0.800000
0.00822000,0.880000
0.00824000,0.960000
0.00826000,0.960000
0.00828000,0.880000
0.00830000,0.800000
0.00832000,0.720000
0.00834000,0.640000
0.00836000,0.560000
0.00838000,0.480000
0.00840000,0.400000
0.00842000,0.320000
0.00844000,0.240000
0.00846000,0.160000
0.00848000,0.080000
0.00850000,-0.000000
0.00852000,-0.080000
0.00854000,-0.160000
0.00856000,-0.240000
0.00858000,-0.320000
0.00860000,-0.400000
0.00862000,-0.480000
0.00864000,-0.560000
0.00866000,-0.640000
0.00868000,-0.720000
0.00870000,-0.800000
0.00872000,-0.880000
0.00874000,-0.960000
0.00876000,-0.960000
0.00878000,-0.880000
0.00880000,-0.800000
0.00882000,-0.720000
0.00884000,-0.640000
0.00886000,-0.560000
0.00888000,-0.480000
0.00890000,-0.400000
0.00892000,-0.320000
0.00894000,-0.240000
0.00896000,-0.160000
0.00898000,-0.080000
0.00900000,-0.000000
0.00902000,0.080000
0.00904000,0.160000
0.00906000,0.240000
0.00908000,0.320000
0.00910000,0.400000
0.00912000,0.480000
0.00914000,0.560000
0.00916000,0.640000
0.00918000,0.720000
0.00920000,0.800000
0.00922000,0.880000
0.00924000,0.960000
0.00926000,0.960000
0.00928000,0.880000
0.00930000,0.800000
0.00932000,0.720000
0.00934000,0.640000
0.00936000,0.560000
0.00938000,0.480000
0.00940000,0.400000
0.00942000,0.320000
0.00944000,0.240000
0.00946000,0.160000
0.00948000,0.080000
0.00950000,0.000000
0.00952000,-0.080000
0.00954000,-0.160000
0.00956000,-0.240000
0.00958000,-0.320000
0.00960000,-0.400000
0.00962000,-0.480000
0.00964000,-0.560000
0.00966000,-0.640000
0.00968000,-0.720000
0.00970000,-0.800000
0.00972000,-0.880000
0.00974000,-0.960000
0.00976000,-0.960000
0.00978000,-0.880000
0.00980000,-0.800000
0.00982000,-0.720000
0.00984000,-0.640000
0.00986000,-0.560000
0.00988000,-0.480000
0.00990000,-0.400000
0.00992000,-0.320000
0.00994000,-0.240000
0.00996000,-0.160000
0.00998000,-0.080000
0.01000000,-0.000000
0.01002000,0.080000
0.01004000,0.160000
0.01006000,0.240000
0.01008000,0.320000
0.01010000,0.400000
0.01012000,0.480000
0.01014000,0.560000
0.01016000,0.640000
0.01018000,0.720000
0.01020000,0.800000
0.01022000,0.880000
0.01024000,0.960000
0.01026000,0.960000
0.01028000,0.880000
0.01030000,0.800000
0.01032000,0.720000
0.01034000,0.640000
0.01036000,0.560000
0.01038000,0.480000
0.01040000,0.400000
0.01042000,0.320000
0.01044000,0.240000
0.01046000,0.160000
0.01048000,0.080000
0.01050000,-0.000000
0.01052000,-0.080000
0.01054000,-0.160000
0.01056000,-0.240000
0.01058000,-0.320000
0.01060000,-0.400000
0.01062000,-0.480000
0.01064000,-0.560000
0.01066000,-0.640000
0.01068000,-0.720000
0.01070000,-0.800000
0.01072000,-0.880000
0.01074000,-0.960000
0.01076000,-0.960000
0.01078000,-0.880000
0.01080000,-0.800000
0.01082000,-0.720000
0.01084000,-0.640000
0.01086000,-0.560000
0.01088000,-0.480000
0.01090000,-0.400000
0.01092000,-0.320000
0.01094000,-0.240000
0.01096000,-0.160000
0.01098000,-0.080000
0.01100000,-0.000000
0.01102000,0.080000
0.01104000,0.160000
0.01106000,0.240000
0.01108000,0.320000
0.01110000,0.400000
0.01112000,0.480000
0.01114000,0.560000
0.01116000,0.640000
0.01118000,0.720000
0.01120000,0.800000
0.01122000,0.880000
0.01124000,0.960000
0.01126000,0.960000
0.01128000,0.880000
0.01130000,0.800000
0.01132000,0.720000
0.01134000,0.640000
0.01136000,0.560000
0.01138000,0.480000
0.01140000,0.400000
0.01142000,0.320000
0.01144000,0.240000
0.01146000,0.160000
0.01148000,0.080000
0.01150000,0.000000
0.01152000,-0.080000
0.01154000,-0.160000
0.01156000,-0.240000
0.01158000,-0.320000
0.01160000,-0.400000
0.01162000,-0.480000
0.01164000,-0.560000
0.01166000,-0.640000
0.01168000,-0.720000
0.01170000,-0.800000
0.01172000,-0.880000
0.01174000,-0.960000
0.01176000,-0.960000
0.01178000,-0.880000
0.01180000,-0.800000
0.01182000,-0.720000
0.01184000,-0.640000
0.01186000,-0.560000
0.01188000,-0.480000
0.01190000,-0.400000
0.01192000,-0.320000
0.01194000,-0.240000
0.01196000,-0.160000
0.01198000,-0.080000
0.01200000,-0.000000
0.01202000,0.080000
0.01204000,0.160000
0.01206000,0.240000
0.01208000,0.320000
0.01210000,0.400000
0.01212000,0.480000
0.01214000,0.560000
0.01216000,0.640000
0.01218000,0.720000
0.01220000,0.800000
0.01222000,0.880000
0.01224000,0.960000
0.01226000,0.960000
0.01228000,0.880000
0.01230000,0.800000
0.01232000,0.720000
0.01234000,0.640000
0.01236000,0.560000
0.01238000,0.480000
0.01240000,0.400000
0.01242000,0.320000
0.01244000,0.240000
0.01246000,0.160000
0.01248000,0.080000
0.01250000,-0.000000
0.01252000,-0.080000
0.01254000,-0.160000
0.01256000,-0.240000
0.01258000,-0.320000
0.01260000,-0.400000
0.01262000,-0.480000
0.01264000,-0.560000
0.01266000,-0.640000
0.01268000,-0.720000
0.01270000,-0.800000
0.01272000,-0.880000
0.01274000,-0.960000
0.01276000,-0.960000
0.01278000,-0.880000
0.01280000,-0.800000
0.01282000,-0.720000
0.01284000,-0.640000
0.01286000,-0.560000
0.01288000,-0.480000
0.01290000,-0.400000
0.01292000,-0.320000
0.01294000,-0.240000
0.01296000,-0.160000
0.01298000,-0.080000
0.01300000,-0.000000
0.01302000,0.080000
0.01304000,0.160000
0.01306000,0.240000
0.01308000,0.320000
0.01310000,0.400000
0.01312000,0.480000
0.01314000,0.560000
0.01316000,0.640000
0.01318000,0.720000
0.01320000,0.800000
0.01322000,0.880000
0.01324000,0.960000
0.01326000,0.960000
0.01328000,0.880000
0.01330000,0.800000
0.01332000,0.720000
0.01334000,0.640000
0.01336000,0.560000
0.01338000,0.480000
0.01340000,0.400000
0.01342000,0.320000
0.01344000,0.240000
0.01346000,0.160000
0.01348000,0.080000
0.01350000,0.000000
0.01352000,-0.080000
0.01354000,-0.160000
0.01356000,-0.240000
0.01358000,-0.320000
0.01360000,-0.400000
0.01362000,-0.480000
0.01364000,-0.560000
0.01366000,-0.640000
0.01368000,-0.720000
0.01370000,-0.800000
0.01372000,-0.880000
0.01374000,-0.960000
0.01376000,-0.960000
0.01378000,-0.880000
0.01380000,-0.800000
0.01382000,-0.720000
0.01384000,-0.640000
0.01386000,-0.560000
0.01388000,-0.480000
0.01390000,-0.400000
0.01392000,-0.320000
0.01394000,-0.240000
0.01396000,-0.160000
0.01398000,-0.080000
0.01400000,-0.000000
0.01402000,0.080000
0.01404000,0.160000
0.01406000,0.240000
0.01408000,0.320000
0.01410000,0.400000
0.01412000,0.480000
0.01414000,0.560000
0.01416000,0.640000
0.01418000,0.720000
0.01420000,0.800000
0.01422000,0.880000
0.01424000,0.960000
0.01426000,0.960000
0.01428000,0.880000
0.01430000,0.800000
0.01432000,0.720000
0.01434000,0.640000
0.01436000,0.560000
0.01438000,0.480000
0.01440000,0.400000
0.01442000,0.320000
0.01444000,0.240000
0.01446000,0.160000
0.01448000,0.080000
0.01450000,-0.000000
0.01452000,-0.080000
0.01454000,-0.160000
0.01456000,-0.240000
0.01458000,-0.320000
0.01460000,-0.400000
0.01462000,-0.480000
0.01464000,-0.560000
0.01466000,-0.640000
0.01468000,-0.720000
0.01470000,-0.800000
0.01472000,-0.880000
0.01474000,-0.960000
0.01476000,-0.960000
0.01478000,-0.880000
0.01480000,-0.800000
0.01482000,-0.720000
0.01484000,-0.640000
0.01486000,-0.560000
0.01488000,-0.480000
0.01490000,-0.400000
0.01492000,-0.320000
0.01494000,-0.240000
0.01496000,-0.160000
0.01498000,-0.080000
0.01500000,-0.000000
0.01502000,0.080000
0.01504000,0.160000
0.01506000,0.240000
0.01508000,0.320000
0.01510000,0.400000
0.01512000,0.480000
0.01514000,0.560000
0.01516000,0.640000
0.01518000,0.720000
0.01520000,0.800000
0.01522000,0.880000
0.01524000,0.960000
0.01526000,0.960000
0.01528000,0.880000
0.01530000,0.800000
0.01532000,0.720000
0.01534000,0.640000
0.01536000,0.560000
0.01538000,0.480000
0.01540000,0.400000
0.01542000,0.320000
0.01544000,0.240000
0.01546000,0.160000
0.01548000,0.080000
0.01550000,0.000000
0.01552000,-0.080000
0.01554000,-0.160000
0.01556000,-0.240000
0.01558000,-0.320000
0.01560000,-0.400000
0.01562000,-0.480000
0.01564000,-0.560000
0.01566000,-0.640000
0.01568000,-0.720000
0.01570000,-0.800000
0.01572000,-0.880000
0.01574000,-0.960000
0.01576000,-0.960000
0.01578000,-0.880000
0.01580000,-0.800000
0.01582000,-0.720000
0.01584000,-0.640000
0.01586000,-0.560000
0.01588000,-0.480000
0.01590000,-0.400000
0.01592000,-0.320000
0.01594000,-0.240000
0.01596000,-0.160000
0.01598000,-0.080000
0.01600000,-0.000000
0.01602000,0.080000
0.01604000,0.160000
0.01606000,0.240000
0.01608000,0.320000
0.01610000,0.400000
0.01612000,0.480000
0.01614000,0.560000
0.01616000,0.640000
0.01618000,0.720000
0.01620000,0.800000
0.01622000,0.880000
0.01624000,0.960000
0.01626000,0.960000
0.01628000,0.880000
0.01630000,0.800000
0.01632000,0.720000
0.01634000,0.640000
0.01636000,0.560000
0.01638000,0.480000
0.01640000,0.400000
0.01642000,0.320000
0.01644000,0.240000
0.01646000,0.160000
0.01648000,0.080000
0.01650000,0.000000
0.01652000,-0.080000
0.01654000,-0.160000
0.01656000,-0.240000
0.01658000,-0.320000
0.01660000,-0.400000
0.01662000,-0.480000
0.01664000,-0.560000
0.01666000,-0.640000
0.01668000,-0.720000
0.01670000,-0.800000
0.01672000,-0.880000
0.01674000,-0.960000
0.01676000,-0.960000
0.01678000,-0.880000
0.01680000,-0.800000
0.01682000,-0.720000
0.01684000,-0.640000
0.01686000,-0.560000
0.01688000,-0.480000
0.01690000,-0.400000
0.01692000,-0.320000
0.01694000,-0.240000
0.01696000,-0.160000
0.01698000,-0.080000
0.01700000,0.000000
0.01702000,0.080000
0.01704000,0.160000
0.01706000,0.240000
0.01708000,0.320000
0.01710000,0.400000
0.01712000,0.480000
0.01714000,0.560000
0.01716000,0.640000
0.01718000,0.720000
0.01720000,0.800000
0.01722000,0.880000
0.01724000,0.960000
0.01726000,0.960000
0.01728000,0.880000
0.01730000,0.800000
0.01732000,0.720000
0.01734000,0.640000
0.01736000,0.560000
0.01738000,0.480000
0.01740000,0.400000
0.01742000,0.320000
0.01744000,0.240000
0.01746000,0.160000
0.01748000,0.080000
0.01750000,0.000000
0.01752000,-0.080000
0.01754000,-0.160000
0.01756000,-0.240000
0.01758000,-0.320000
0.01760000,-0.400000
0.01762000,-0.480000
0.01764000,-0.560000
0.01766000,-0.640000
0.01768000,-0.720000
0.01770000,-0.800000
0.01772000,-0.880000
0.01774000,-0.960000
0.01776000,-0.960000
0.01778000,-0.880000
0.01780000,-0.800000
0.01782000,-0.720000
0.01784000,-0.640000
0.01786000,-0.560000
0.01788000,-0.480000
0.01790000,-0.400000
0.01792000,-0.320000
0.01794000,-0.240000
0.01796000,-0.160000
0.01798000,-0.080000
0.01800000,-0.000000
0.01802000,0.080000
0.01804000,0.160000
0.01806000,0.240000
0.01808000,0.320000
0.01810000,0.400000
0.01812000,0.480000
0.01814000,0.560000
0.01816000,0.640000
0.01818000,0.720000
0.01820000,0.800000
0.01822000,0.880000
0.01824000,0.960000
0.01826000,0.960000
0.01828000,0.880000
0.01830000,0.800000
0.01832000,0.720000
0.01834000,0.640000
0.01836000,0.560000
0.01838000,0.480000
0.01840000,0.400000
0.01842000,0.320000
0.01844000,0.240000
0.01846000,0.160000
0.01848000,0.080000
0.01850000,0.000000
0.01852000,-0.080000
0.01854000,-0.160000
0.01856000,-0.240000
0.01858000,-0.320000
0.01860000,-0.400000
0.01862000,-0.480000
0.01864000,-0.560000
0.01866000,-0.640000
0.01868000,-0.720000
0.01870000,-0.800000
0.01872000,-0.880000
0.01874000,-0.960000
0.01876000,-0.960000
0.01878000,-0.880000
0.01880000,-0.800000
0.01882000,-0.720000
0.01884000,-0.640000
0.01886000,-0.560000
0.01888000,-0.480000
0.01890000,-0.400000
0.01892000,-0.320000
0.01894000,-0.240000
0.01896000,-0.160000
0.01898000,-0.080000
0.01900000,-0.000000
0.01902000,0.080000
0.01904000,0.160000
0.01906000,0.240000
0.01908000,0.320000
0.01910000,0.400000
0.01912000,0.480000
0.01914000,0.560000
0.01916000,0.640000
0.01918000,0.720000
0.01920000,0.800000
0.01922000,0.880000
0.01924000,0.960000
0.01926000,0.960000
0.01928000,0.880000
0.01930000,0.800000
0.01932000,0.720000
0.01934000,0.640000
0.01936000,0.560000
0.01938000,0.480000
0.01940000,0.400000
0.01942000,0.320000
0.01944000,0.240000
0.01946000,0.160000
0.01948000,0.080000
0.01950000,0.000000
0.01952000,-0.080000
0.01954000,-0.160000
0.01956000,-0.240000
0.01958000,-0.320000
0.01960000,-0.400000
0.01962000,-0.480000
0.01964000,-0.560000
0.01966000,-0.640000
0.01968000,-0.720000
0.01970000,-0.800000
0.01972000,-0.880000
0.01974000,-0.960000
0.01976000,-0.960000
0.01978000,-0.880000
0.01980000,-0.800000
0.01982000,-0.720000
0.01984000,-0.640000
0.01986000,-0.560000
0.01988000,-0.480000
0.01990000,-0.400000
0.01992000,-0.320000
0.01994000,-0.240000
0.01996000,-0.160000
0.01998000,-0.080000
0.02000000,-0.000000
0.02002000,0.080000
0.02004000,0.160000
0.02006000,0.240000
0.02008000,0.320000
0.02010000,0.400000
0.02012000,0.480000
0.02014000,0.560000
0.02016000,0.640000
0.02018000,0.720000
0.02020000,0.800000
0.02022000,0.880000
0.02024000,0.960000
0.02026000,0.960000
0.02028000,0.880000
0.02030000,0.800000
0.02032000,0.720000
0.02034000,0.640000
0.02036000,0.560000
0.02038000,0.480000
0.02040000,0.400000
0.02042000,0.320000
0.02044000,0.240000
0.02046000,0.160000
0.02048000,0.080000
0.02050000,0.000000
0.02052000,-0.080000
0.02054000,-0.160000
0.02056000,-0.240000
0.02058000,-0.320000
0.02060000,-0.400000
0.02062000,-0.480000
0.02064000,-0.560000
0.02066000,-0.640000
0.02068000,-0.720000
0.02070000,-0.800000
0.02072000,-0.880000
0.02074000,-0.960000
0.02076000,-0.960000
0.02078000,-0.880000
0.02080000,-0.800000
0.02082000,-0.720000
0.02084000,-0.640000
0.02086000,-0.560000
0.02088000,-0.480000
0.02090000,-0.400000
0.02092000,-0.320000
0.02094000,-0.240000
0.02096000,-0.160000
0.02098000,-0.080000
0.02100000,0.000000
0.02102000,0.080000
0.02104000,0.160000
0.02106000,0.240000
0.02108000,0.320000
0.02110000,0.400000
0.02112000,0.480000
0.02114000,0.560000
0.02116000,0.640000
0.02118000,0.720000
0.02120000,0.800000
0.02122000,0.880000
0.02124000,0.960000
0.02126000,0.960000
0.02128000,0.880000
0.02130000,0.800000
0.02132000,0.720000
0.02134000,0.640000
0.02136000,0.560000
0.02138000,0.480000
0.02140000,0.400000
0.02142000,0.320000
0.02144000,0.240000
0.02146000,0.160000
0.02148000,0.080000
0.02150000,0.000000
0.02152000,-0.080000
0.02154000,-0.160000
0.02156000,-0.240000
0.02158000,-0.320000
0.02160000,-0.400000
0.02162000,-0.480000
0.02164000,-0.560000
0.02166000,-0.640000
0.02168000,-0.720000
0.02170000,-0.800000
0.02172000,-0.880000
0.02174000,-0.960000
0.02176000,-0.960000
0.02178000,-0.880000
0.02180000,-0.800000
0.02182000,-0.720000
0.02184000,-0.640000
0.02186000,-0.560000
0.02188000,-0.480000
0.02190000,-0.400000
0.02192000,-0.320000
0.02194000,-0.240000
0.02196000,-0.160000
0.02198000,-0.080000
0.02200000,-0.000000
0.02202000,0.080000
0.02204000,0.160000
0.02206000,0.240000
0.02208000,0.320000
0.02210000,0.400000
0.02212000,0.480000
0.02214000,0.560000
0.02216000,0.640000
0.02218000,0.720000
0.02220000,0.800000
0.02222000,0.880000
0.02224000,0.960000
0.02226000,0.960000
0.02228000,0.880000
0.02230000,0.800000
0.02232000,0.720000
0.02234000,0.640000
0.02236000,0.560000
0.02238000,0.480000
0.02240000,0.400000
0.02242000,0.320000
0.02244000,0.240000
0.02246000,0.160000
0.02248000,0.080000
0.02250000,0.000000
0.02252000,-0.080000
0.02254000,-0.160000
0.02256000,-0.240000
0.02258000,-0.320000
0.02260000,-0.400000
0.02262000,-0.480000
0.02264000,-0.560000
0.02266000,-0.640000
0.02268000,-0.720000
0.02270000,-0.800000
0.02272000,-0.880000
0.02274000,-0.960000
0.02276000,-0.960000
0.02278000,-0.880000
0.02280000,-0.800000
0.02282000,-0.720000
0.02284000,-0.640000
0.02286000,-0.560000
0.02288000,-0.480000
0.02290000,-0.400000
0.02292000,-0.320000
0.02294000,-0.240000
0.02296000,-0.160000
0.02298000,-0.080000
0.02300000,-0.000000
0.02302000,0.080000
0.02304000,0.160000
0.02306000,0.240000
0.02308000,0.320000
0.02310000,0.400000
0.02312000,0.480000
0.02314000,0.560000
0.02316000,0.640000
0.02318000,0.720000
0.02320000,0.800000
0.02322000,0.880000
0.02324000,0.960000
0.02326000,0.960000
0.02328000,0.880000
0.02330000,0.800000
0.02332000,0.720000
0.02334000,0.640000
0.02336000,0.560000
0.02338000,0.480000
0.02340000,0.400000
0.02342000,0.320000
0.02344000,0.240000
0.02346000,0.160000
0.02348000,0.080000
0.02350000,0.000000
0.02352000,-0.080000
0.02354000,-0.160000
0.02356000,-0.240000
0.02358000,-0.320000
0.02360000,-0.400000
0.02362000,-0.480000
0.02364000,-0.560000
0.02366000,-0.640000
0.02368000,-0.720000
0.02370000,-0.800000
0.02372000,-0.880000
0.02374000,-0.960000
0.02376000,-0.960000
0.02378000,-0.880000
0.02380000,-0.800000
0.02382000,-0.720000
0.02384000,-0.640000
0.02386000,-0.560000
0.02388000,-0.480000
0.02390000,-0.400000
0.02392000,-0.320000
0.02394000,-0.240000
0.02396000,-0.160000
0.02398000,-0.080000
0.02400000,-0.000000
0.02402000,0.080000
0.02404000,0.160000
0.02406000,0.240000
0.02408000,0.320000
0.02410000,0.400000
0.02412000,0.480000
0.02414000,0.560000
0.02416000,0.640000
0.02418000,0.720000
0.02420000,0.800000
0.02422000,0.880000
0.02424000,0.960000
0.02426000,0.960000
0.02428000,0.880000
0.02430000,0.800000
